name,player_id,k_percent_Breaking,k_percent_Fastball,k_percent_Offspeed,put_away_Breaking,put_away_Fastball,put_away_Offspeed,whiff_percent_Breaking,whiff_percent_Fastball,whiff_percent_Offspeed,woba_Breaking,woba_Fastball,woba_Offspeed
Brandon Marsh,669016,44.912160439472096,24.216160029341385,16.071257739203574,33.962954743414855,22.552552892128208,14.876460664344895,33.500030603025,13.664996773967756,25.87912404564768,0.2512590777421751,0.3092442773318617,0.229715284380056
Brandon Nimmo,607043,34.51582179576666,11.07694662134242,20.983528488757884,21.525152131903585,9.772009254317068,17.89291057181198,33.951042352225784,17.263182874146345,29.01250507401002,0.2467545019153466,0.3321589214052802,0.2590280903098962
Brayan Rocchio,677587,23.49855746624668,16.76949782477141,22.409824866312235,20.49393699656366,15.645104763320749,20.568477328822084,29.610956914772625,17.52439391507574,23.22340403863005,0.2634051463968262,0.1829433958345305,0.218413883725486
Brendan Donovan,680977,14.777942491209988,8.752010276380744,16.030567928108447,13.459054013393448,9.710529500309416,11.232398195358783,17.876451280958207,6.319015322740321,22.12565598442262,0.2814099265417151,0.3575064557188568,0.2667103553839202
Brendan Rodgers,663898,38.639965491433045,35.98242197658401,16.302265058184343,29.00820865968205,28.210884433071467,13.37923335537417,40.973137734029606,30.19072533160201,29.28368235013546,0.2145136124727176,0.3125326095861077,0.2797567080478242
Brent Rooker,667670,37.9155644168936,15.243921804620705,18.219422101101667,30.770535077332926,18.928166325248704,16.76360751601203,51.27618693067125,19.14881276810023,42.89148676780339,0.4236671602837754,0.3822084185148815,0.2689767862799896
Brenton Doyle,686668,34.43237281733493,23.353751766864477,16.105074822804532,25.984980083833985,26.331108998352,14.1038730030192,39.08169395249323,18.446376542025387,28.43416644705817,0.2240219266317028,0.2618248086180524,0.2718475198569717
Brett Baty,683146,30.57906203516205,45.849256907129245,23.44316941097061,23.007422704002032,28.15193499256698,17.434942859532452,39.23541246850767,38.62324817289996,34.634916298342816,0.3142191868008831,0.3091848586268698,0.3597067577768286
Brice Turang,668930,32.5305142446509,16.807575309946582,7.813440643463976,17.951455722241725,10.99818244507062,7.53093269747037,29.96920423300458,12.503435704295438,9.038301270529884,0.2130142457657794,0.3737765847586476,0.3219281584404567
Brooks Baldwin,681460,30.02619575609109,31.656405689763314,4.993517853092181,21.90006521823239,25.39517058633661,5.119494944291519,36.41044733409719,26.45667461827537,17.433864007359613,0.2990148791488488,0.2191991894013204,0.2609742954448225
Brooks Lee,686797,23.90620193099369,10.222345863249554,9.807433640417274,19.551138839880245,12.50597940991991,8.970661018492885,27.99469086263201,15.637307041721986,31.415188729119627,0.3199855854694843,0.3843723088263409,0.1320624014525948
Bryan Reynolds,668804,43.293461014789976,23.876613158756776,3.8177937946916303,27.310852648177764,24.443907433493614,4.292378465376545,39.39542937449762,21.348283443423465,22.7260032217012,0.2066930042120209,0.3432944918000526,0.2924806926235634
Bryce Harper,547180,26.167094727835032,21.24226187057217,16.91969410116738,20.681312577328665,22.383800351507325,18.30065007472728,48.20139554546392,32.916648716364286,31.147547160562095,0.3249853494927297,0.3773172763191255,0.4374529779480691
Bryson Stott,681082,19.44809506604088,13.33132616464822,15.441821826768363,10.190281618403803,8.529619343170578,7.566716221657902,20.42717225289631,13.709593221280452,11.847631146634752,0.3508317796741523,0.3103358107691499,0.1757218259066439
Byron Buxton,621439,42.310812273205855,30.647995452088523,40.71326311103614,32.08618886511799,40.17007364734887,17.890111404729886,52.344005743363255,25.76041237204384,38.53924983315882,0.2712597385289685,0.388852573585439,0.1798538825239716
Cj Abrams,682928,17.40886958718691,12.762562231815304,15.534561429115016,18.226193550913496,20.43700996227944,15.112563538588978,28.80422564523933,17.346481624087836,19.15974530684464,0.2543498732867907,0.3626029861273138,0.2589252262048727
Cal Raleigh,663728,42.74783760891631,23.71365021616105,19.894010373862912,25.61926363192372,25.0251281740138,14.116800456950942,42.46623987947854,20.249719100680057,35.759314343689894,0.363730684376875,0.5125370966490799,0.2474761552727355
