Name,MLBAM_ID,Putaway vs RHB,Putaway vs LHB,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,FIP-,Stuff+,K%,BB%,IP,Matched_Name,Match_Type
Tyler Holton,663947,SL,SL,0.28502415,0.71428571,0.69491525,0.86315789,0.39117647,0.52380952,0.09117647,0.25,120.708708424517,100.845162233046,0.22619048,0.08333333,20.0,Tyler Holton,Exact
Brayan Bello,678394,CH,SL,0.26571429,0.66976744,0.68817204,0.90277778,0.38053097,0.56338028,0.07610619,0.2300885,134.607665015381,90.3660638297872,0.14084507,0.13380282,31.1,Brayan Bello,Exact
Bryan Abreu,650556,SL,SL,0.32242991,0.65413534,0.49275362,0.85057471,0.3832853,0.57142857,0.13793103,0.30172414,53.3772444798429,109.558904899135,0.28571429,0.12087912,21.1,Bryan Abreu,Exact
Hayden Birdsong,806185,SL,CH,0.32352941,0.67567568,0.57142857,0.84,0.38341969,0.61386139,0.12661499,0.27648579,121.25214651694,106.677037037037,0.24752475,0.0990099,23.1,Hayden Birdsong,Exact
Ryan Yarbrough,642232,CH,FC,0.31983806,0.6516129,0.64556962,0.87128713,0.38557214,0.75490196,0.10199005,0.27114428,118.350191699249,102.197437296277,0.19607843,0.09803922,24.1,Ryan Yarbrough,Exact
Jalen Beeks,656222,CH,SL,0.36666667,0.79470199,0.52272727,0.825,0.38618926,0.63829787,0.16112532,0.25575448,92.8698779762395,99.3687979539642,0.23404255,0.10638298,23.0,Jalen Beeks,Exact
Daysbel Hernández,678226,SL,SL,0.26470588,0.68217054,0.62962963,0.82954545,0.38738739,0.55128205,0.10510511,0.26426426,92.5162496107197,108.965492537313,0.17948718,0.15384615,20.0,Daysbel Hernández,Exact
Jason Adam,592094,SF,SF,0.36651584,0.62857143,0.5308642,0.77272727,0.38781163,0.5,0.16066482,0.32409972,80.9178713168017,103.790722222222,0.30434783,0.10869565,23.1,Jason Adam,Exact
Landen Roupp,694738,CU,SL,0.32291667,0.60677966,0.61290323,0.8603352,0.38064516,0.62068966,0.10967742,0.29677419,97.8355979673447,100.836328125,0.23152709,0.07881773,46.0,Landen Roupp,Exact
Will Vest,676684,SL,CH,0.31455399,0.69879518,0.58208955,0.81034483,0.43799472,0.68604651,0.13192612,0.30079156,57.3943176341652,105.790972972973,0.29069767,0.08139535,21.2,Will Vest,Exact
Merrill Kelly,518876,CH,FC,0.31346154,0.68306011,0.63803681,0.892,0.41309255,0.60869565,0.09706546,0.27088036,89.3178364228462,91.55979638,0.22608696,0.06521739,58.0,Merrill Kelly,Exact
Quinn Priester,682990,CU,CH,0.24731183,0.68683274,0.60869565,0.88082902,0.43032159,0.58579882,0.09035222,0.24349158,126.881889773576,96.7637974139972,0.14792899,0.13017751,38.2,Quinn Priester,Exact
Brad Keller,641745,SI,SL,0.32857143,0.62893082,0.62318841,0.89,0.43089431,0.66292135,0.1,0.28378378,55.1192616266063,104.89628637487,0.26966292,0.07865169,21.2,Brad Keller,Exact
Robert Garcia,676395,SL,SL,0.35151515,0.664,0.63793103,0.85542169,0.43103448,0.67532468,0.1137931,0.29310345,70.4576407344272,102.279931034483,0.22077922,0.07792208,20.1,Robert Garcia,Exact
Chad Green,643338,4S,SL,0.34285714,0.73684211,0.68333333,0.83673469,0.43181818,0.69135802,0.11326861,0.25242718,161.682227302763,98.20084142,0.2345679,0.0617284,20.2,Chad Green,Exact
Luis L. Ortiz,682847,SI,SL,0.28210526,0.71546961,0.58955224,0.7992278,0.43249701,0.63981043,0.12783751,0.29032258,101.527723759321,97.4652757793765,0.26540284,0.10900474,48.1,Luis L. Ortiz,Exact
Spencer Bivens,702352,SI,SL,0.2979798,0.67114094,0.6440678,0.91,0.42939481,0.58241758,0.08645533,0.27665706,107.347977481364,98.4714942528735,0.17582418,0.08791209,22.1,Spencer Bivens,Exact
David Peterson,656849,SL,CH,0.34237996,0.64305177,0.6097561,0.90677966,0.43380615,0.63013699,0.10153483,0.29161747,89.3628141744155,90.15029656,0.21461187,0.0913242,50.1,David Peterson,Exact
Greg Weissert,669711,SL,SL,0.26842105,0.67123288,0.66666667,0.82653061,0.43452381,0.50588235,0.10119048,0.29464286,80.950215691589,97.30922619,0.24705882,0.07058824,20.1,Greg Weissert,Exact
Randy Vásquez,681190,CU,CH,0.26024096,0.65830721,0.73148148,0.91904762,0.4346049,0.58163265,0.0626703,0.23024523,127.113969701171,96.4302747252747,0.11734694,0.13265306,44.1,Randy Vásquez,Exact
José Alvarado,621237,SL,SL,0.32460733,0.68707483,0.58064516,0.89108911,0.43491124,0.63095238,0.10946746,0.27810651,46.0695180185027,115.985103857567,0.29761905,0.04761905,20.0,José Alvarado,Exact
Grant Holmes,656550,CU,SL,0.29460581,0.69086022,0.56338028,0.87159533,0.43559719,0.54245283,0.11111111,0.25847953,131.450387035593,89.9432332745078,0.23113208,0.11792453,51.2,Grant Holmes,Exact
Simeon Woods Richardson,680573,CH,SL,0.30829016,0.7114094,0.65546218,0.86320755,0.43567251,0.57831325,0.10218978,0.24233577,130.29385952683,90.0572108788057,0.21084337,0.08433735,37.2,Simeon Woods Richardson,Exact
German Marquez,608566,CU,SL,0.30971129,0.71575342,0.66949153,0.94258373,0.43387816,0.57512953,0.07566766,0.21068249,114.084969511338,88.6752537313433,0.10880829,0.08290155,40.0,German Marquez,Exact
Chris Paddack,663978,CH,SL,0.33479212,0.71118012,0.7254902,0.88209607,0.41335045,0.64248705,0.0885751,0.22978177,118.095677047962,95.7068211068211,0.17098446,0.0880829,46.2,Chris Paddack,Exact
Jesús Luzardo,666200,CH,SL,0.34274194,0.66935484,0.48823529,0.87148594,0.42857143,0.68949772,0.13693901,0.29689298,58.0878138553914,102.07416378316,0.26027397,0.06849315,54.0,Jesús Luzardo,Exact
Tony Gonsolin,664062,SF,SL,0.28717949,0.6137931,0.53571429,0.79775281,0.42647059,0.70238095,0.12941176,0.30882353,112.9933539,94.9642729970326,0.28571429,0.10714286,20.0,Tony Gonsolin,Exact
Cristopher Sánchez,650911,CH,SL,0.33549784,0.65243902,0.5483871,0.85046729,0.41518987,0.64251208,0.12911392,0.29746835,86.571463894672,113.3189581,0.28502415,0.0821256,49.1,Cristopher Sánchez,Exact
Yariel Rodríguez,684320,SF,SL,0.30373832,0.68421053,0.58461538,0.83653846,0.41530055,0.53846154,0.11989101,0.26158038,120.118950332459,101.280078824445,0.24175824,0.0989011,23.0,Yariel Rodríguez,Exact
Chase Dollander,801403,SL,CH,0.29072682,0.73943662,0.68103448,0.83809524,0.41581259,0.52325581,0.10395315,0.23572474,141.6902881427,105.93906020558,0.22093023,0.10465116,38.2,Chase Dollander,Exact
Garrett Whitlock,676477,CH,SL,0.33198381,0.65730337,0.45121951,0.79487179,0.41882353,0.61386139,0.16235294,0.31764706,79.0896170509899,101.818494117647,0.28712871,0.0990099,23.1,Garrett Whitlock,Exact
Tyler Phillips,663969,SI,SL,0.38495575,0.6196319,0.56321839,0.9009901,0.41902314,0.61165049,0.12339332,0.3059126,122.905548150485,100.02971563981,0.14563107,0.0776699,24.1,Tyler Phillips,Exact
Jacob Webb,657097,SL,SL,0.30113636,0.75572519,0.62264151,0.88888889,0.4267101,0.58139535,0.1009772,0.247557,113.555644129641,90.3157516339869,0.18604651,0.09302326,21.1,Jacob Webb,Exact
Manuel Rodríguez,655889,SL,SL,0.38251366,0.68181818,0.58571429,0.91111111,0.41904762,0.60465116,0.11746032,0.26349206,81.0795419113933,104.091182108626,0.22093023,0.04651163,21.1,Manuel Rodríguez,Exact
Logan Evans,688138,SI,SL,0.285,0.66206897,0.71929825,0.95833333,0.42028986,0.5483871,0.05797101,0.23478261,105.341571866539,99.36604651,0.15053763,0.08602151,21.0,Logan Evans,Exact
Jack Kochanowicz,686799,CU,CH,0.33179724,0.6984127,0.6875,0.92727273,0.42056075,0.60663507,0.08122503,0.22636485,126.741152863389,94.03543391,0.13744076,0.1042654,49.2,Jack Kochanowicz,Exact
Hunter Dobbins,690928,SI,SL,0.35294118,0.64761905,0.64705882,0.875,0.42084168,0.59124088,0.106,0.286,82.533587116621,95.6419599109131,0.18248175,0.03649635,32.1,Hunter Dobbins,Exact
Kyle Hart,606996,CH,SL,0.27777778,0.70138889,0.67272727,0.9009901,0.42105263,0.58888889,0.08163265,0.26239067,151.834701832062,96.48756598,0.17777778,0.06666667,21.0,Kyle Hart,Exact
Roki Sasaki,808963,SF,SF,0.24347826,0.6812749,0.55952381,0.93567251,0.42114094,0.57142857,0.08013356,0.23706177,148.855658749909,90.5158053691275,0.15584416,0.14285714,34.1,Roki Sasaki,Exact
